Unnamed: 0,POS,PLAYER,YDS/DRV,DRV ACC,GIR,PP GIR,EAGLE,BIRDIE,PARS,BOGEY,DBL+,SCORE
,1,Scottie Scheffler,344.4,75.0,50.0,1.375,0,6,6,4,0,-20
,2,Sepp Straka,315.5,84.6,50.0,1.667,0,3,13,1,1,-17
,3,Justin Thomas,330.7,63.6,78.6,1.636,0,4,8,1,0,-16
,T4,Tony Finau,328.7,69.2,66.7,1.75,0,6,11,1,0,-15
,T4,Matt Fitzpatrick,316.0,58.3,50.0,1.375,1,4,8,2,1,-15
,6,Jordan Spieth,309.8,88.9,61.5,1.625,1,4,4,3,1,-14
,7,Collin Morikawa,295.6,80.0,57.1,1.75,0,4,8,2,0,-12
,T8,Justin Rose,303.8,66.7,68.8,1.545,1,4,7,1,3,-11
,T8,Brian Harman,283.8,61.5,38.9,1.286,0,6,11,1,0,-11
,10,Viktor Hovland,316.1,75.0,58.3,1.571,0,3,7,2,0,-9
,11,Jason Day,299.5,60.0,85.7,1.75,0,4,8,2,0,-8
,12,Lucas Glover,314.0,84.6,77.8,1.786,0,5,10,2,1,-7
,T13,Keegan Bradley,303.5,69.2,29.4,1.4,0,4,8,5,0,-6
,T13,Max Homa,314.2,66.7,50.0,1.5,0,4,5,3,0,-6
,15,Cameron Young,329.9,53.9,61.1,1.545,0,6,10,1,1,-5
,16,Sam Burns,315.9,66.7,43.8,1.429,0,5,7,2,2,-4
,17,Rickie Fowler,320.8,76.9,58.8,1.8,0,2,11,4,0,-2
,18,Tiger Woods,316.8,50.0,57.1,1.5,0,4,7,3,0,E
,19,Wyndham Clark,336.9,69.2,50.0,2.111,0,1,12,5,0,+2
,20,Will Zalatoris,298.0,66.7,61.5,2.0,0,1,7,2,3,+11
